CAD_CODE,CATEGORY,Category_Desc,PRIORITY,Priority_Desc,DESCR,AC_BEGIN_DATE,AC_END_DATE,CARD_NAME
28C0F,3,MEDICAL,3,CHARLIE,OVERRIDE - STRONG EVIDENCE (< THAN,2017-05-04,2099-12-31,STROKE
28C0G,3,MEDICAL,3,CHARLIE,OVERRIDE- >  X HOURS (SINCE SYMPTOMS STARTED),2017-05-04,2099-12-31,STROKE
28C0H,3,MEDICAL,3,CHARLIE,OVERRIDE - STRONG EVIDENCE (> THAN X HOURS),2017-05-04,2099-12-31,STROKE
28C0I,3,MEDICAL,3,CHARLIE,OVERRIDE - STRONG EVIDENCE (UNKNOWN TIME FRAME),2017-05-04,2099-12-31,STROKE
28C0J,3,MEDICAL,3,CHARLIE,OVERRIDE - CLEAR EVIDENCE (< THAN X HOURS),2017-05-04,2099-12-31,STROKE
28C0K,3,MEDICAL,3,CHARLIE,OVERRIDE - CLEAR EVIDENCE ( > THAN X HOURS),2017-05-04,2099-12-31,STROKE
28C0L,3,MEDICAL,3,CHARLIE,OVERRIDE - < THAN X HOURS ( SINCE SYMPTOM START),2017-05-04,2099-12-31,STROKE
28C0M,3,MEDICAL,3,CHARLIE,OVERRIDE - CLEAR EVIDENCE (UNKNOWN TIME FRAME),2017-05-04,2099-12-31,STROKE
28C0U,3,MEDICAL,3,CHARLIE,OVERRIDE - UNKNOWN (WHEN THE SYMPTOMS STARTED),2017-05-04,2099-12-31,STROKE
28C0X,3,MEDICAL,3,CHARLIE,OVERRIDE - NO TEST EVIDENCE (< THAN X HOURS),2017-05-04,2099-12-31,STROKE
28C0Y,3,MEDICAL,3,CHARLIE,OVERRIDE - NO TEST EVIDENCE (> THAN X HOURS,2017-05-04,2099-12-31,STROKE
28C0Z,3,MEDICAL,3,CHARLIE,OVERRIDE - NO TEST EVIDENCE (UNKNOWN TIME FRAME),2017-05-04,2099-12-31,STROKE
28C1,3,MEDICAL,3,CHARLIE,NOT ALERT,2010-01-01,2016-09-08,STROKE
28C1,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C10,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY >= 35,2011-05-01,2013-05-22,STROKE
28C10,3,MEDICAL,3,CHARLIE,TIA (MINI-STROKE) HISTORY,2013-05-23,2016-09-08,STROKE
28C10,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C10C,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-PRTL EVIDENCE LESS THN X HRS,2012-04-19,2013-05-22,STROKE
28C10C,3,MEDICAL,3,CHARLIE,TIA HISTORY - PARTIAL EVIDENCE (> THAN X HRS),2013-05-23,2099-12-31,STROKE
28C10D,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-PRTL EVIDENCE MORE THN X HRS,2012-04-19,2013-05-22,STROKE
28C10D,3,MEDICAL,3,CHARLIE,TIA HISTORY - PARTIAL EVIDENCE (< THAN X HOURS),2013-05-23,2099-12-31,STROKE
28C10E,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-PRTL EVIDENCE UNK TIME FRAME,2012-04-19,2013-05-22,STROKE
28C10E,3,MEDICAL,3,CHARLIE,TIA HISTORY- PARTIAL EVIDENCE (UNKNOWN TIME FRAME),2013-05-23,2099-12-31,STROKE
28C10F,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-STRNG EVIDENC LESS THN X HRS,2012-04-19,2013-05-22,STROKE
28C10F,3,MEDICAL,3,CHARLIE,TIA HISTORY - STRONG EVIDENCE (< X HRS),2013-05-23,2099-12-31,STROKE
28C10G,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-MORE THN X HRS SNC SYMP STRT,2012-04-19,2013-05-22,STROKE
28C10G,3,MEDICAL,3,CHARLIE,TIA HISTORY- > THAN X HOURS SINCE THE SYMP START,2013-05-23,2099-12-31,STROKE
28C10H,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-STRNG EVIDENC MORE THN X HRS,2012-04-19,2013-05-22,STROKE
28C10H,3,MEDICAL,3,CHARLIE,TIA HISTORY - STRONG EVIDENCE (> X HRS),2013-05-23,2099-12-31,STROKE
28C10I,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-STRNG EVIDENC UNK TIME FRAME,2012-04-19,2013-05-22,STROKE
28C10I,3,MEDICAL,3,CHARLIE,TIA HISTORY - STRONG EVIDENCE (UNKNOWN TIME FRAME),2013-05-23,2099-12-31,STROKE
28C10J,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-CLEAR EVIDENC LESS THN X HRS,2012-04-19,2013-05-22,STROKE
28C10J,3,MEDICAL,3,CHARLIE,TIA HISTORY - CLEAR EVIDENCE (< X HRS),2013-05-23,2099-12-31,STROKE
28C10K,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-CLEAR EVIDENC MORE THN X HRS,2012-04-19,2013-05-22,STROKE
28C10K,3,MEDICAL,3,CHARLIE,TIA HISTORY - CLEAR EVIDENCE (> X HRS),2013-05-23,2099-12-31,STROKE
28C10L,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-LESS THN X HRS SNC SYMP STRT,2012-04-19,2013-05-22,STROKE
28C10L,3,MEDICAL,3,CHARLIE,TIA HISTORY - < X HOURS SINCE THE SYMPTOMS START,2013-05-23,2099-12-31,STROKE
28C10M,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-CLEAR EVIDENC UNK TIME FRAME,2012-04-19,2013-05-22,STROKE
28C10M,3,MEDICAL,3,CHARLIE,TIA HISTORY - CLEAR EVIDENCE (UNKNOWN TIME FRAME),2013-05-23,2099-12-31,STROKE
28C10U,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-UNKNOWN WHEN SYMPTOM STARTED,2012-04-19,2013-05-22,STROKE
28C10U,3,MEDICAL,3,CHARLIE,TIA HISTORY - UNKNOWN (WHEN THE SYMPTOMS STARTED),2013-05-23,2099-12-31,STROKE
28C10X,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-NO TEST EVID LESS THN X HRS,2012-04-19,2013-05-22,STROKE
28C10X,3,MEDICAL,3,CHARLIE,TIA HISTORY - NO TEST EVIDENCE (< X HRS),2013-05-23,2099-12-31,STROKE
28C10Y,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-NO TEST EVID MORE THN X HRS,2012-04-19,2013-05-22,STROKE
28C10Y,3,MEDICAL,3,CHARLIE,TIA HISTORY - NO TEST EVIDENCE (> X HRS),2013-05-23,2099-12-31,STROKE
28C10Z,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35-NO TEST EVID UNK TIME FRAME,2012-04-19,2013-05-22,STROKE
28C10Z,3,MEDICAL,3,CHARLIE,TIA HISTORY- NO TEST EVIDENCE (UNKNOWN TIME FRAME),2013-05-23,2099-12-31,STROKE
28C11,3,MEDICAL,3,CHARLIE,UNK STATUS/OTHER CODES NOT APPLICABLE,2011-05-03,2013-05-22,STROKE
28C11,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY >35,2013-05-23,2016-09-08,STROKE
28C11,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C11C,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- PARTIAL EVIDENCE (LESS THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11C,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - PARTIAL EVIDENCE(< X HR),2013-05-23,2099-12-31,STROKE
28C11D,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- PARTIAL EVIDENCE (MORE THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11D,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - PARTIAL EVIDENCE(> X HR),2013-05-23,2099-12-31,STROKE
28C11E,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS-PARTIAL EVIDENCE UNKNOWN TIME FRAME,2012-04-19,2013-05-22,STROKE
28C11E,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35 - PARTIAL EVIDENCE (UNK TIME,2013-05-23,2099-12-31,STROKE
28C11F,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- STRONG EVIDENCE (LESS THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11F,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - STRONG EVIDENCE(< X HR),2013-05-23,2099-12-31,STROKE
28C11G,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS-MORE THAN X HRS SINCE SYMPT STARTED,2012-04-19,2013-05-22,STROKE
28C11G,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 -(>XHR SINCE SYMPTOM ONSET),2013-05-23,2016-09-15,STROKE
28C11G,3,MEDICAL,3,CHARLIE,BREATHING NORMALLY>35 - > X HRS SINCE SYMP START,2016-09-16,2099-12-31,STROKE
28C11H,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- STRONG EVIDENCE (MORE THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11H,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - STRONG EVIDENCE(> X HR),2013-05-23,2099-12-31,STROKE
28C11I,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- STRONG EVIDENCE UNKNOWN TIME FRAME,2012-04-19,2013-05-22,STROKE
28C11I,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - STRONG EVIDENCE(UNK TIME),2013-05-23,2099-12-31,STROKE
28C11J,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- CLEAR EVIDENCE (LESS THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11J,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - CLEAR EVIDENCE(< X HR),2013-05-23,2099-12-31,STROKE
28C11K,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- CLEAR EVIDENCE (MORE THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11K,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - CLEAR EVIDENCE(> X HR),2013-05-23,2099-12-31,STROKE
28C11L,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS-LESS THAN X HRS SINCE SYMPT STARTED,2012-04-19,2013-05-22,STROKE
28C11L,3,MEDICAL,3,CHARLIE,BREATHING NORMAL>35 - < X HRS SINCE SYMP STARTED,2013-05-23,2099-12-31,STROKE
28C11M,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS- CLEAR EVIDENCE UNKNOWN TIME FRAME,2012-04-19,2013-05-22,STROKE
28C11M,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - CLEAR EVIDENCE (UNK TIME),2013-05-23,2099-12-31,STROKE
28C11U,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS-UNKNOWN WHEN SYMPTOMS STARTED,2012-04-19,2013-05-22,STROKE
28C11U,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - UNK (WHEN SYMPTOM STARTED),2013-05-23,2099-12-31,STROKE
28C11X,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS-NO TEST EVIDENCE (LESS THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11X,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - NO TEST EVIDENCE(< X HR),2013-05-23,2099-12-31,STROKE
28C11Y,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS-NO TEST EVIDENCE (MORE THAN X HRS),2012-04-19,2013-05-22,STROKE
28C11Y,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - NO TEST EVIDENCE(> X HR),2013-05-23,2099-12-31,STROKE
28C11Z,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS-NO TEST EVIDENCE UNKNOWN TIME FRAME,2012-04-19,2013-05-22,STROKE
28C11Z,3,MEDICAL,3,CHARLIE,BREATHING NORMAL >35 - NO TEST EVIDENCE (UNK TIME),2013-05-23,2099-12-31,STROKE
28C12,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS/OTHER CODES NOT APPLICABLE,2013-05-06,2013-05-15,STROKE
28C12,3,MEDICAL,3,CHARLIE,UNKNOWN STATUS/OTHER CODES N/A,2013-05-16,2016-09-08,STROKE
28C12,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C12C,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A-PARTIAL EVIDENCE < X HR,2013-05-16,2099-12-31,STROKE
28C12D,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A-PARTIAL EVIDENCE > X HR,2013-05-16,2099-12-31,STROKE
28C12E,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A-PARTIAL EVID (UNK TIME),2013-05-16,2099-12-31,STROKE
28C12F,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A-STRNG EVIDE (< X HRS),2013-05-16,2099-12-31,STROKE
28C12G,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- (< X HRS) SYMP START,2013-05-16,2099-12-31,STROKE
28C12H,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- STRNG EVID (> X HRS),2013-05-16,2099-12-31,STROKE
28C12I,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- STRONG EVID (UNK TIME),2013-05-16,2099-12-31,STROKE
28C12J,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- CLEAR EVID (< X HRS),2013-05-16,2099-12-31,STROKE
28C12K,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- CLEAR EVID (> X)HRS),2013-05-16,2099-12-31,STROKE
28C12L,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- < X HRS (SINCE SYMP),2013-05-16,2099-12-31,STROKE
28C12M,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- CLEAR EVID (UNK TIME),2013-05-16,2099-12-31,STROKE
28C12U,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- UNK TIME (WHN SYMP ST),2013-05-16,2099-12-31,STROKE
28C12X,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODES N\A- NO TST EVID (< X HR),2013-05-16,2099-12-31,STROKE
28C12Y,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODE N\A- NO TEST EVID (> X HR),2013-05-16,2099-12-31,STROKE
28C12Z,3,MEDICAL,3,CHARLIE,UNK STATUS\OTHER CODE N\A- NO TEST EVID (UNK TIME),2013-05-16,2099-12-31,STROKE
28C1C,3,MEDICAL,3,CHARLIE,NOT ALERT-PARTIAL EVIDENCE(LESS THAN X HRS),2012-04-03,2099-12-31,STROKE
28C1D,3,MEDICAL,3,CHARLIE,NOT ALERT - PARTIAL EVIDENCE(GREATER THAN X HRS),2012-04-03,2099-12-31,STROKE
28C1E,3,MEDICAL,3,CHARLIE,NOT ALERT-PARTIAL EVIDENCE (UNKNOWN TIME FRAME),2012-04-17,2099-12-31,STROKE
28C1F,3,MEDICAL,3,CHARLIE,NOT ALERT-STRONG EVIDENCE (LESS THAN X HRS),2012-04-03,2099-12-31,STROKE
28C1G,3,MEDICAL,3,CHARLIE,NOT ALERT- MORE THAN X HRS SINCE SYMPTOMS STARTED,2012-04-03,2099-12-31,STROKE
28C1H,3,MEDICAL,3,CHARLIE,NOT ALERT-STRONG EVIDENCE(GREATER THAN X HRS),2012-04-03,2099-12-31,STROKE
28C1I,3,MEDICAL,3,CHARLIE,NOT ALERT - STRONG EVIDENCE(UNKNOWN TIME FRAME),2012-04-03,2099-12-31,STROKE
28C1J,3,MEDICAL,3,CHARLIE,NOT ALERT - CLEAR EVIDENCE (LESS THAN X HRS),2012-04-03,2099-12-31,STROKE
28C1K,3,MEDICAL,3,CHARLIE,NOT ALERT - CLEAR EVIDENCE (GREATHER THEN X HRS),2012-04-03,2099-12-31,STROKE
28C1L,3,MEDICAL,3,CHARLIE,NOT ALERT - LESS THEN X HOURS (SINCE SYMPTOM START,2012-04-03,2099-12-31,STROKE
28C1M,3,MEDICAL,3,CHARLIE,NOT ALERT - CLEAR EVIDENCE (UNKNOWN TIME FRAME),2012-04-03,2099-12-31,STROKE
28C1U,3,MEDICAL,3,CHARLIE,NOT ALERT - UNKNOWN (WHEN THE SYMPTOMS STARTED),2012-04-03,2099-12-31,STROKE
28C1X,3,MEDICAL,3,CHARLIE,NOT ALERT - NO TEST EVIDENCE (LESS THEN X HRS),2012-04-03,2099-12-31,STROKE
28C1Y,3,MEDICAL,3,CHARLIE,NOT ALERT - NO TEST EVIDENCE (GREATER THEN X HR),2012-04-03,2099-12-31,STROKE
28C1Z,3,MEDICAL,3,CHARLIE,NOT ALERT- NO TEST EVIDENCE(UNKNOWN TIME FRAME),2012-04-03,2099-12-31,STROKE
28C2,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING,2010-01-01,2016-09-08,STROKE
28C2,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C2C,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-PARTIAL EVIDENCE LESS THAN X HR,2012-04-03,2099-12-31,STROKE
28C2D,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-PARTIAL EVIDENCE (< THEN X HRS),2012-04-03,2099-12-31,STROKE
28C2E,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-PARTIAL EVIDENCE UNK TIME FRAME,2012-04-03,2099-12-31,STROKE
28C2F,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-STRONG EVIDENCE LESS THAN X HRS,2012-04-03,2099-12-31,STROKE
28C2G,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- < THEN X HR(SINCE SYMP START,2012-04-03,2099-12-31,STROKE
28C2H,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- STRONG EVIDENCE (< THAN X HR,2012-04-03,2099-12-31,STROKE
28C2I,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-STRONG EVIDENCE (UNK TIME FRAME,2012-04-03,2099-12-31,STROKE
28C2J,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- CLEAR EVIDENCE LESS THAN X HRS,2012-04-03,2099-12-31,STROKE
28C2K,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- CLEAR EVIDENCE MORE THAN X HRS,2012-04-03,2099-12-31,STROKE
28C2L,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- LESS THN X HR SINCE SYMPT STRT,2012-04-03,2099-12-31,STROKE
28C2M,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-CLEAR EVIDENCE (UNK TIME FRAME),2012-04-03,2099-12-31,STROKE
28C2U,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- UNK (WHEN THE SYMPTOMS START),2012-04-03,2099-12-31,STROKE
28C2X,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- NO TEST EVIDENCE LESS THN X HR,2012-04-03,2099-12-31,STROKE
28C2Y,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-NO TEST EVIDNCE (< THAN X HR),2012-04-03,2099-12-31,STROKE
28C2Z,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-NO TEST EVIDNCE (UNK TIME FRAME,2012-04-03,2099-12-31,STROKE
28C3,3,MEDICAL,3,CHARLIE,SPEECH PROBLEMS,2010-01-01,2011-05-02,STROKE
28C3,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PROBLEMS,2011-05-03,2016-09-08,STROKE
28C3,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C3C,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- PRTL EVIDENCE LESS THAN X HRS,2012-04-03,2099-12-31,STROKE
28C3D,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- PRTL EVIDENCE (< THAN X HRS),2012-04-03,2099-12-31,STROKE
28C3E,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS-PRTL EVIDENCE (UNK TIME FRAME),2012-04-03,2099-12-31,STROKE
28C3F,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- STRNG EVIDENCE LESS THN X HRS,2012-04-03,2099-12-31,STROKE
28C3G,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- < THEN X HR SINC SYMP START,2012-04-03,2099-12-31,STROKE
28C3H,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- STRNG EVIDENCE (<THAN X HR),2012-04-03,2099-12-31,STROKE
28C3I,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS-STRNG EVIDENCE (UNK TIME FRAME,2012-04-03,2099-12-31,STROKE
28C3J,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- CLEAR EVIDENCE (>THEN X HR),2012-04-03,2099-12-31,STROKE
28C3K,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- CLEAR EVIDENCE (< THEN XHR),2012-04-03,2099-12-31,STROKE
28C3L,3,MEDICAL,3,CHARLIE,SUDDEN SPCH PBLM- >THEN X HR (SINCE SYMP START),2012-04-03,2099-12-31,STROKE
28C3M,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- CLEAR EVIDENCE UNK TIME FRAME,2012-04-03,2099-12-31,STROKE
28C3U,3,MEDICAL,3,CHARLIE,SUDDEN SPEECH PBLMS- UNKNOWN WHEN SYMPTOMS STARTED,2012-04-03,2099-12-31,STROKE
28C3X,3,MEDICAL,3,CHARLIE,SUDDEN SPCH PBLMS-NO TEST EVIDENCE (> THAN X HR),2012-04-03,2099-12-31,STROKE
28C3Y,3,MEDICAL,3,CHARLIE,SUDDEN SPCH PBLMS- NO TEST EVIDENCE MORE THN X HRS,2012-04-03,2099-12-31,STROKE
28C3Z,3,MEDICAL,3,CHARLIE,SUDDEN SPCH PBLMS-NO TEST EVIDENCE (UNK TIME FRAME,2012-04-03,2099-12-31,STROKE
28C4,3,MEDICAL,3,CHARLIE,"NUMBNESS, PARALYSIS, OR MOVEMENT PROBLEMS",2010-01-01,2011-05-02,STROKE
28C4,3,MEDICAL,3,CHARLIE,SUDDEN WEAKNESS OR NUMBNESS (ONE SIDE),2011-05-03,2016-09-08,STROKE
28C4,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C4C,3,MEDICAL,3,CHARLIE,SDDN WEAKNESS/NUMBNESS(1 SIDE)-PRTL EVDN LESS X HR,2012-04-03,2099-12-31,STROKE
28C4D,3,MEDICAL,3,CHARLIE,SDDN WEAKNESS/NUMBNESS(1 SIDE)-PRTL EVID (< X HRS),2012-04-03,2099-12-31,STROKE
28C4E,3,MEDICAL,3,CHARLIE,SDDN WEAKNESS/NUMBNSS(1 SIDE)-PRTL EV. UNK TIM FRM,2012-04-03,2099-12-31,STROKE
28C4F,3,MEDICAL,3,CHARLIE,SDDN WEAKNESS/NUMBNESS(1 SIDE)-STRNG EV. LESS X HR,2012-04-03,2099-12-31,STROKE
28C4G,3,MEDICAL,3,CHARLIE,SDDN WKNSS/NMBNSS 1 SIDE- > THAN X HR (SYMP START),2012-04-03,2099-12-31,STROKE
28C4H,3,MEDICAL,3,CHARLIE,SDDN WEAKNESS/NUMB(1 SIDE)-STRNG EV.(< THEN X HR),2012-04-03,2099-12-31,STROKE
28C4I,3,MEDICAL,3,CHARLIE,SDDN WKNESS/NUMBNESS(1 SIDE)-STRNG EV (UNK TIME ),2012-04-03,2099-12-31,STROKE
28C4J,3,MEDICAL,3,CHARLIE,SDDN WEAKNESS/NUMBNESS(1 SIDE)-CLEAR EV. (> 3 HR),2012-04-03,2099-12-31,STROKE
28C4K,3,MEDICAL,3,CHARLIE,SDDN WEAKNESS/NUMBNESS(1 SIDE)-CLEAR EV. (< X HR),2012-04-03,2099-12-31,STROKE
28C4L,3,MEDICAL,3,CHARLIE,SDDN WKNSS/NMBNSS 1 SIDE- > X HR (SYMPTOM START),2012-04-03,2099-12-31,STROKE
28C4M,3,MEDICAL,3,CHARLIE,SDDN WKNESS/NUMBNESS(1 SIDE)-CLEAR EV. UNK TIM FRM,2012-04-03,2099-12-31,STROKE
28C4U,3,MEDICAL,3,CHARLIE,SDDN WKNSS/NMBNSS 1 SIDE-UNK WHEN SYMPTOMS STARTED,2012-04-03,2099-12-31,STROKE
28C4X,3,MEDICAL,3,CHARLIE,SDDN WKNESS/NUMBNESS(1 SIDE)-NO TEST EV. (>X HR),2012-04-03,2099-12-31,STROKE
28C4Y,3,MEDICAL,3,CHARLIE,SDDN WKNESS/NUMBNESS(1 SIDE)-NO TEST EV (< X HR),2012-04-03,2099-12-31,STROKE
28C4Z,3,MEDICAL,3,CHARLIE,SDDN WKNSS/NUMBNESS(1 SIDE)-NO TEST EV. UK TIM FRM,2012-04-03,2099-12-31,STROKE
28C5,3,MEDICAL,3,CHARLIE,VISION PROBLEMS,2010-01-01,2011-05-02,STROKE
28C5,3,MEDICAL,3,CHARLIE,SUDDEN PARALYSIS OR FACIAL DROOP (ONE SIDE),2011-05-03,2016-09-08,STROKE
28C5,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,STROKE
28C5C,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-PRTL EV. (> X HR),2012-04-03,2099-12-31,STROKE
28C5D,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-PRTL EV. (< X HR),2012-04-03,2099-12-31,STROKE
28C5E,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-PRTL EV. UK TIM FRM,2012-04-03,2099-12-31,STROKE
28C5F,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-STRNG EV.(> X HR),2012-04-03,2099-12-31,STROKE
28C5G,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP (1 SD)-< X HR (SYMP STAR,2012-04-03,2099-12-31,STROKE
28C5H,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-STRNG EV. MORE X HR,2012-04-03,2099-12-31,STROKE
28C5I,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-STRG EV. UK TIM FRM,2012-04-03,2099-12-31,STROKE
28C5J,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-CLEAR EV. LESS X HR,2012-04-03,2099-12-31,STROKE
28C5K,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-CLEAR EV. MORE X HR,2012-04-03,2099-12-31,STROKE
28C5L,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SDE-LESS X HR SNC SYM ST,2012-04-03,2099-12-31,STROKE
28C5M,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-CLR EV. UK TIME FRM,2012-04-03,2099-12-31,STROKE
28C5U,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SIDE-UNK WHEN SYMPT STRT,2012-04-03,2099-12-31,STROKE
28C5X,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SDE-NO TST EV. LESS X HR,2012-04-03,2099-12-31,STROKE
28C5Y,3,MEDICAL,3,CHARLIE,SDDN PRLYS/FACIAL DROOP 1 SDE-NO TST EV. MORE X HR,2012-04-03,2099-12-31,STROKE
